gene,gene_ID,pathway,dose,type_of_radiation,tissue_cell_line,time_after_irradiation
EVI2B,2124,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO40,51725,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXW8,26259,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GCFC2,6936,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GDPD2,54857,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GMPR2,51292,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GON4L,54856,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GPR15,2838,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GULP1,51454,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HMX1,3166,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ILDR2,387597,Unknown,Unknown,ionizing radiation,Unknown,Unknown
INSL6,11172,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IPPK,64768,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KCMF1,56888,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHL14,57565,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LAIR2,3904,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LSG1,55341,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LVRN,206338,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MED14,9282,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NEUROD4,58158,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OLFML3,56944,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PELI2,57161,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PFDN6,10471,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PHACTR2,9749,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PODXL2,50512,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPP2R5B,5526,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSG6,5675,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAB5IF,55969,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAB9B,51209,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RMI2,116028,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SALL3,27164,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SEMA4G,57715,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SEMG2,6407,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SHKBP1,92799,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC38A8,146167,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC66A1,54896,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMPDL3A,10924,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SSR3,6747,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SYPL2,284612,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SYT10,341359,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SYT3,84258,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TAF1A,9015,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TATDN1,83940,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBC1D2,55357,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TESK2,10420,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TGDS,23483,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UNC13C,440279,Unknown,Unknown,ionizing radiation,Unknown,Unknown
VPS50,55610,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF407,55628,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABLIM1,3983,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABTB2,25841,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AGBL3,340351,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASB3,51130,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C1QTNF9,338872,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C2CD2L,9854,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCDC171,203238,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CFAP44,55779,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CHCHD7,79145,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDX19B,11269,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DMAC1,90871,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DTX4,23220,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EFR3B,22979,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ELL2,22936,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EPB41L4B,54566,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GET1,7485,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GMIP,51291,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HASPIN,83903,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HERC3,8916,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HSDL1,83693,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IQUB,154865,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KCTD10,83892,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KDELR3,11015,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHL31,401265,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KRT23,25984,Unknown,Unknown,ionizing radiation,Unknown,Unknown
L3MBTL3,84456,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LRRN3,54674,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MMS22L,253714,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MZF1,7593,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NBPF3,84224,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NCOA5,57727,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NFATC2IP,84901,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NPBWR1,2831,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ORAI3,93129,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OTOL1,131149,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDZD11,51248,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PKNOX2,63876,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLEKHM2,23207,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLEKHM3,389072,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPM1M,132160,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRPF38A,84950,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSG5,5673,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTPRQ,374462,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBBP9,10741,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RCSD1,92241,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RHOBTB1,9886,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF32,140545,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC22A15,55356,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC35F1,222553,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNAPC3,6619,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNURF,8926,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBRG1,84897,Unknown,Unknown,ionizing radiation,Unknown,Unknown
THYN1,29087,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TM4SF20,79853,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMBIM4,51643,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM9,252839,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRAFD1,10906,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRUB2,26995,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UBR3,130507,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UTP18,51096,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF45,7596,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNRF1,84937,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABHD13,84945,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASB6,140459,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BLTP1,84162,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCDC34,91057,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCDC93,54520,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CPED1,79974,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDI2,84301,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXW10,10517,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GLB1L2,89944,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HSH2D,84941,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IGHA1,3493,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IGHE,3497,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KIAA0513,9764,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KRT40,125115,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MARCHF7,64844,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTARC2,54996,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PALMD,54873,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDCD2L,84306,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PEF1,553115,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PHF21B,112885,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RASSF8,11228,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RIPOR1,79567,Unknown,Unknown,ionizing radiation,Unknown,Unknown
S100A7A,338324,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCAMP4,113178,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SDK2,54549,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBC1D9,23158,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRIM67,440730,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ARHGAP19,84986,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASB11,140456,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASB7,140460,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATXN1L,342371,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DCAF5,8816,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EVI5L,115704,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAM118B,79607,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO25,26260,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FNDC4,64838,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FRMD5,84978,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GON7,84520,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GPATCH2L,55668,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HBM,3042,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HDDC3,374659,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IFTAP,119710,Unknown,Unknown,ionizing radiation,Unknown,Unknown
JKAMP,51528,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHL18,23276,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHL38,340359,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LIPJ,142910,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LRRN4,164312,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LSM10,84967,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAGEB1,4112,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAP3K21,84451,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYCT1,80177,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OTOG,340990,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAIP2,51247,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRSS35,167681,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RASSF7,8045,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCCPDH,51097,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCEL,8796,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC16A14,151473,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TCAF1,9747,Unknown,Unknown,ionizing radiation,Unknown,Unknown
THAP10,56906,Unknown,Unknown,ionizing radiation,Unknown,Unknown
THOC7,80145,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM17,200728,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMPRSS11B,132724,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TP53I11,9537,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRIM4,89122,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRMT44,152992,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRNAU1AP,54952,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TTC39C,125488,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZBTB1,22890,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF205,7755,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF507,22847,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF81,347344,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF875,284459,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNRD2,10534,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AFTPH,54812,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AKIRIN2,55122,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ARHGAP36,158763,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASB18,401036,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C3orf18,51161,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDR1,1038,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CNEP1R1,255919,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COMMD8,54951,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CRNKL1,51340,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CYRIA,81553,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EMC3,55831,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ESF1,51575,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAM120AOS,158293,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FATE1,89885,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXL17,64839,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FIBCD1,84929,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GIMAP1,170575,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GOLGA7,51125,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IGFBPL1,347252,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IGSF21,84966,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KBTBD7,84078,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KHDC3L,154288,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KIFC2,90990,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHDC3,116138,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHDC8A,55220,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LINGO4,339398,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LRIT2,340745,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MED26,9441,Unknown,Unknown,ionizing radiation,Unknown,Unknown
METTL21C,196541,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MON1B,22879,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MSGN1,343930,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MUC21,394263,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OR11A1,26531,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OR1M1,125963,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OR51V1,283111,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PCGF3,10336,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PNISR,25957,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POGK,57645,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRELID3B,51012,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSORS1C1,170679,Unknown,Unknown,ionizing radiation,Unknown,Unknown
R3HCC1L,27291,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RRP15,51018,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SHE,126669,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNAPC1,6617,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPC24,147841,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM154,201799,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF28,7576,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF740,283337,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C2CD2,25966,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO21,23014,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KBTBD11,9920,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KNOP1,400506,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LDAF1,57146,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LMTK3,114783,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PCOLCE2,26577,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PHOSPHO2,493911,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSG11,5680,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAVER1,125950,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCRG1,11341,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBC1D8,11138,Unknown,Unknown,ionizing radiation,Unknown,Unknown
WSB2,55884,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZC3H12B,340554,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF454,285676,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF655,79027,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF717,100131827,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCDC106,29903,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CFAP184,#N/A,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CPNE2,221184,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CXorf66,347487,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CYB561D2,11068,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EMC7,56851,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ERICH1,157697,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ERICH3,127254,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FLACC1,130540,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GLYATL2,219970,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GPR173,54328,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HERC6,55008,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ITIH6,347365,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KLHL28,54813,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LAMTOR4,389541,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LRTM1,57408,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAGEB3,4114,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NAA16,79612,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NKG7,4818,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NXPH2,11249,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OR9Q1,219956,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLEKHG7,440107,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBM11,54033,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SAMD13,148418,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM123,114908,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM174,134288,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRMT9B,57604,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TTC33,23548,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF135,7694,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF418,147686,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF593,51042,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF595,152687,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZSCAN18,65982,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ALPK2,115701,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRINP2,57795,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C2orf42,54980,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CC2D2B,387707,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CYB5D2,124936,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DCUN1D5,84259,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ELAPOR2,222223,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EMILIN3,90187,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAM187B,148109,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAM217B,63939,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO46,23403,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXW10B,374286,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FOXL2NB,401089,Unknown,Unknown,ionizing radiation,Unknown,Unknown
INO80D,54891,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KIF25,3834,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OR2S2,56656,Unknown,Unknown,ionizing radiation,Unknown,Unknown
REDIC1,#N/A,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RESP18,389075,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RIPOR3,140876,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF121,55298,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLAMF9,89886,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMIM8,57150,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPACA7,122258,Unknown,Unknown,ionizing radiation,Unknown,Unknown
STKLD1,169436,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMEM196,256130,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZBTB44,29068,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZBTB49,166793,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZC3H18,124245,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF485,220992,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF583,147949,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF791,163049,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C1orf162,128346,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DUXA,503835,Unknown,Unknown,ionizing radiation,Unknown,Unknown
INTS15,79034,Unknown,Unknown,ionizing radiation,Unknown,Unknown
JADE3,9767,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MIS18BP1,55320,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCIMP,388325,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TCP11L1,55346,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZFP69,339559,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANKRD62,342850,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C1orf21,81563,Unknown,Unknown,ionizing radiation,Unknown,Unknown
C4orf17,84103,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DCST1,149095,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DEFB124,245937,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DNLZ,728489,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ERICH5,203111,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KCTD18,130535,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MB21D2,151963,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYRFL,196446,Unknown,Unknown,ionizing radiation,Unknown,Unknown
